year_month;agreeableness
2015-04;0.089583
2015-05;0.558412
2015-06;0.070676
2015-07;0.081818
2015-08;8.4e-05
2015-09;0.083061
2015-10;0.034159
2015-11;0.3773
2015-12;0.985972
2016-02;0.171414
2016-03;0.007957
2016-05;0.782152
2016-06;0.506872
2016-09;0.005282
2016-10;0.868792
2016-11;0.001464
2016-12;0.157018
average;0.28129505882352945
max;0.98597199999999996
min;8.3999999999999995e-05
overall;0.23746
