year_month;agreeableness
2015-11;0.314017
2015-12;0.537279
2016-01;0.23714
2016-03;0.371317
2016-04;0.069175
2016-06;0.05652
2016-09;0.698968
2016-10;0.536572
2016-11;0.0
2016-12;0.141785
