year_month;agreeableness
2015-03;0.000134
2015-04;0.226467
2015-05;0.526976
2015-06;0.372127
2015-07;0.519065
2015-08;0.42382
2015-09;0.967304
2015-10;0.143739
2015-11;0.185946
2015-12;0.782655
2016-01;0.629607
2016-03;0.739945
2016-04;0.27599
2016-05;0.866078
2016-06;0.242978
2016-07;0.550155
2016-09;0.609083
2016-10;0.462148
2016-11;0.612166
