year_month;agreeableness
2015-03;0.042882
2015-04;0.327254
2015-05;0.349287
2015-06;0.617319
2015-07;0.156875
2015-08;0.679042
2015-09;0.126194
2015-10;0.001196
2015-11;0.052926
2015-12;0.785898
2016-01;0.266477
2016-02;0.021159
2016-03;0.227268
2016-04;0.143812
2016-05;0.413942
2016-06;0.9605
2016-07;0.171898
2016-09;0.603524
2016-10;0.197977
2016-11;0.010957
2016-12;0.234846
average;0.30434442857142852
max;0.96050000000000002
min;0.001196
overall;0.56691
